,owner_id,title,category,price,city,created_at,deleted_at,id
4147,6391,Loue Maison,RealEstate,1656,Pourlans,2018-08-03,,4147
4148,11540,Loue F3,relestate,1353,Laval,2019-08-06,,4148
4149,14256,Vends T4,RealEstate,539079,Lamongerie,2018-07-02,,4149
4150,17105,Recherche F3,RealEstate,273556,Bart,2018-06-08,,4150
4151,11681,Loue Chateau,realestate,1572,Pazayac,2019-07-21,,4151
4152,3164,Vends Chateau,REAL_ESTATE,351607,Laval,2018-11-10,,4152
4153,15163,Vends F1,REAL_ESTATE,276078,Sercy,2018-06-06,,4153
4154,15650,Loue F2,relestate,908,Montcel,2019-03-04,,4154
4155,4812,Loue T4,realestate,792,Distré,2017-11-23,,4155
4156,16126,Vends F1,RealEstate,613116,Marseille,2018-11-02,,4156
4157,26833,Recherche T1,RealEstate,316038,Bermicourt,2017-05-20,,4157
4158,29166,Recherche Maison,RealEstate,111272,Laval,2018-09-12,,4158
4159,1587,Vends T4,REAL_ESTATE,634144,Laval,2019-05-01,,4159
4160,12120,Vends Maison,REAL_ESTATE,546747,Plieux,2019-06-14,,4160
4161,13652,Vends T2,RealEstate,813879,Morne-à-l'Eau,2018-07-04,,4161
4162,19455,Recherche T1,realestate,484934,Marseille,2017-12-02,,4162
4163,5044,Loue T2,realestate,1109,Felluns,2019-08-11,,4163
4164,23416,Vends F2,realestate,384388,Villers-la-Chèvre,2018-05-05,,4164
4165,27553,Loue F2,realestate,929,Marseille,2018-09-26,,4165
4166,13619,Loue T3,RealEstate,821,Railleu,2019-06-01,,4166
4167,14173,Vends F1,realestate,539921,Cisternes-la-Forêt,2019-04-11,,4167
4168,3086,Recherche T1,RealEstate,230209,Laval,2018-02-08,,4168
4169,28866,Loue T4,RealEstate,740,Saze,2017-04-24,,4169
4170,10569,Recherche T3,REAL_ESTATE,377980,Marcillé-Raoul,2018-11-11,,4170
4171,29091,Recherche F3,realestate,288637,Laval,2018-06-20,,4171
4172,470,Recherche F3,REAL_ESTATE,131904,Marseille,2017-10-21,,4172
4173,21090,Vends Chateau,REAL_ESTATE,755588,La Chapelle-sur-Usson,2017-04-17,,4173
4174,15795,Loue T4,REAL_ESTATE,829,Laval,2019-12-14,,4174
4175,6162,Recherche T2,realestate,186487,Marseille,2018-01-08,,4175
4176,8570,Loue Chateau,RealEstate,1061,Limeux,2017-11-15,,4176
4177,18165,Vends Chateau,realestate,447736,Marseille,2017-08-06,,4177
4178,26394,Recherche F1,relestate,133928,Ségalas,2017-11-12,,4178
4179,3216,Loue Chateau,realestate,659,Laval,2017-08-04,,4179
4180,4592,Vends T3,realestate,373660,Ly-Fontaine,2017-06-03,,4180
4181,18742,Loue T1,REAL_ESTATE,858,Nantes,2019-05-03,,4181
4182,6654,Recherche Maison,RealEstate,294936,Laval,2017-06-05,,4182
4183,7801,Vends T2,relestate,518422,Laval,2018-05-06,,4183
4184,5014,Vends Maison,relestate,636149,Nantes,2018-07-17,,4184
4185,26857,Loue Chateau,realestate,1559,Cuve,2019-06-20,,4185
4186,10518,Loue F2,realestate,564,Laval,2019-04-18,,4186
4187,13642,Vends T1,RealEstate,349061,Laval,2019-09-03,,4187
4188,14737,Vends T1,RealEstate,531375,Bayas,2018-06-23,,4188
4189,29065,Recherche T2,relestate,426758,Nanteuil,2018-12-21,,4189
4190,22368,Recherche Appartement,RealEstate,208534,Vanves,2018-05-13,,4190
4191,27476,Loue T1,RealEstate,1143,Nantes,2017-07-03,,4191
4192,10438,Vends T3,REAL_ESTATE,697895,Pluduno,2019-05-21,,4192
4193,334,Vends F2,RealEstate,309430,Pont-à-Marcq,2018-07-23,,4193
4194,28172,Loue Appartement,realestate,572,Santilly,2018-04-10,,4194
4195,29291,Loue Chateau,realestate,481,Marseille,2017-12-10,,4195
4196,28202,Loue Appartement,RealEstate,969,Marseille,2019-11-20,,4196
4197,24400,Loue Maison,RealEstate,1316,Nantes,2018-01-10,,4197
4198,22156,Recherche T2,REAL_ESTATE,183426,Langey,2017-11-08,,4198
4199,25821,Recherche F2,RealEstate,224415,Laval,2017-11-22,,4199
4200,2618,Vends T4,RealEstate,565869,Ménil-Lépinois,2019-06-19,,4200
4201,5042,Vends Maison,realestate,665679,Marseille,2018-12-11,,4201
4202,12885,Recherche Appartement,realestate,232638,Marseille,2017-01-01,,4202
4203,23512,Vends T3,REAL_ESTATE,405691,Laval,2019-02-25,,4203
4204,9749,Loue T4,RealEstate,1293,Garnerans,2018-01-20,,4204
4205,26688,Recherche Appartement,REAL_ESTATE,312494,Marseille,2019-07-14,,4205
4206,20296,Loue Appartement,relestate,1083,Nantes,2018-10-21,,4206
4207,6193,Vends Maison,RealEstate,651395,Épeugney,2019-04-08,,4207
4208,2907,Recherche F1,REAL_ESTATE,205480,Laversine,2017-12-23,,4208
4209,16921,Recherche Chateau,realestate,259050,Marseille,2017-08-18,,4209
4210,29677,Loue T4,realestate,1267,Nantes,2017-02-14,,4210
4211,6620,Loue T3,RealEstate,1171,Nantes,2018-05-09,,4211
4212,10636,Vends F3,REAL_ESTATE,331802,Marseille,2018-02-18,,4212
4213,3847,Recherche F2,RealEstate,344631,Marseille,2018-12-03,,4213
4214,18656,Vends Appartement,realestate,328126,Marseille,2018-04-11,,4214
4215,16721,Loue Maison,realestate,1156,Marseille,2017-04-21,,4215
4216,29431,Recherche Maison,REAL_ESTATE,236371,Morthomiers,2019-06-22,,4216
4217,3612,Recherche F3,RealEstate,292115,Palantine,2017-02-09,,4217
4218,6283,Loue F2,relestate,759,Laval,2018-05-25,,4218
4219,7586,Vends Maison,REAL_ESTATE,753748,Marseille,2018-02-18,,4219
4220,3128,Loue T3,REAL_ESTATE,1343,Marseille,2017-01-05,,4220
4221,903,Loue T2,relestate,597,Miossens-Lanusse,2018-05-17,,4221
4222,18831,Recherche T4,realestate,333169,Marseille,2019-04-09,,4222
4223,28739,Vends Appartement,RealEstate,335403,Mézères,2017-11-16,,4223
4224,18294,Recherche F2,RealEstate,518392,Laval,2018-05-18,,4224
4225,926,Recherche F2,relestate,82152,Marseille,2018-11-08,,4225
4226,927,Loue Appartement,realestate,779,Nantes,2018-11-19,,4226
4227,11205,Vends F1,REAL_ESTATE,383179,Laval,2017-10-13,,4227
4228,23022,Loue T2,relestate,851,Nantes,2019-12-04,,4228
4229,20329,Vends F2,relestate,480419,Le Fief-Sauvin,2019-11-19,,4229
4230,6649,Recherche T4,REAL_ESTATE,275527,Montdidier,2018-01-14,,4230
4231,3832,Loue Appartement,realestate,728,Laval,2019-04-01,,4231
4232,11844,Loue T1,realestate,806,Marseille,2018-04-05,,4232
4233,22368,Vends T1,RealEstate,519060,Vanves,2018-05-24,,4233
4234,28820,Vends F2,relestate,654439,Nantes,2019-04-01,,4234
4235,14816,Loue T3,RealEstate,962,Marseille,2018-09-03,,4235
4236,29129,Vends Appartement,realestate,396212,Nantes,2018-02-19,,4236
4237,12734,Loue Maison,REAL_ESTATE,500,Laval,2017-11-25,,4237
4238,16208,Recherche T2,REAL_ESTATE,259733,Taillefontaine,2018-04-26,,4238
4239,138,Vends T1,RealEstate,616476,Le Trioulou,2017-08-06,,4239
4240,6447,Loue F1,realestate,857,Villers-Hélon,2019-11-16,,4240
4241,16001,Loue F3,realestate,1246,Nantes,2017-06-02,,4241
4242,8736,Recherche Maison,REAL_ESTATE,390224,Tôtes,2019-12-17,,4242
4243,10734,Vends Appartement,RealEstate,445015,Nantes,2018-06-23,,4243
4244,12697,Loue Chateau,REAL_ESTATE,1144,Marseille,2017-08-05,,4244
4245,17232,Vends T3,REAL_ESTATE,254173,Nantes,2018-06-06,,4245
4246,16076,Recherche T4,RealEstate,170433,Balan,2018-05-10,,4246
4247,14681,Loue T2,relestate,1509,Nantes,2019-02-14,,4247
4248,17096,Vends T1,REAL_ESTATE,175069,Questembert,2017-06-02,,4248
4249,18409,Vends F2,RealEstate,526301,Valprionde,2019-05-05,,4249
4250,22184,Vends Maison,RealEstate,248835,Biviers,2017-06-21,,4250
4251,8639,Vends F1,RealEstate,769492,Nantes,2019-11-10,,4251
4252,3301,Loue F1,realestate,443,Nantes,2019-07-14,,4252
4253,27004,Recherche F1,realestate,362551,Marseille,2019-06-09,,4253
4254,3466,Recherche T1,REAL_ESTATE,494801,Marseille,2019-11-25,,4254
4255,22629,Recherche Maison,RealEstate,336068,Nantes,2018-07-21,,4255
4256,27057,Vends T3,relestate,683567,Marseille,2017-04-25,,4256
4257,27379,Recherche Appartement,RealEstate,416113,Rochetrejoux,2018-04-11,,4257
4258,5632,Recherche T4,REAL_ESTATE,363306,Le Plessis-Lastelle,2019-11-07,,4258
4259,29148,Recherche T4,realestate,163224,Chantemerle-les-Blés,2019-04-21,,4259
4260,26138,Vends T3,REAL_ESTATE,501682,Nantes,2017-12-04,,4260
4261,13335,Loue Chateau,REAL_ESTATE,1220,Nantes,2018-02-23,,4261
4262,13522,Loue T1,realestate,657,Landas,2018-04-12,,4262
4263,4502,Vends T2,realestate,409491,Chavanat,2018-02-11,,4263
4264,24868,Recherche F1,realestate,126358,Nantes,2018-08-12,,4264
4265,23132,Loue Chateau,RealEstate,1523,Viry,2017-07-18,,4265
4266,2604,Recherche T3,RealEstate,481085,La Rixouse,2018-04-05,,4266
4267,9130,Vends F3,realestate,523661,Ungersheim,2019-01-26,,4267
4268,18797,Loue F2,REAL_ESTATE,945,Château-Bréhain,2019-07-04,,4268
4269,23029,Loue T1,REAL_ESTATE,1519,Torcé-en-Vallée,2017-04-22,,4269
4270,20541,Recherche F3,realestate,113579,Mosnes,2017-11-03,,4270
4271,29858,Vends F1,relestate,447695,Semons,2017-06-23,,4271
4272,26575,Loue T2,RealEstate,986,Marseille,2017-12-27,,4272
4273,6667,Vends F2,REAL_ESTATE,662953,Nantes,2018-07-08,,4273
4274,16309,Vends F1,REAL_ESTATE,735263,Monte,2018-11-14,,4274
4275,22477,Loue T2,RealEstate,526,Marseille,2019-02-27,,4275
4276,6469,Loue T4,REAL_ESTATE,754,Marseille,2017-11-02,,4276
4277,27916,Recherche F1,relestate,579823,Houdain-lez-Bavay,2017-01-04,,4277
4278,11732,Vends Chateau,realestate,624301,Thenon,2019-11-26,,4278
4279,738,Vends F2,RealEstate,414421,Marseille,2019-04-19,,4279
4280,14733,Loue Maison,RealEstate,907,Marseille,2018-06-21,,4280
4281,12093,Vends Maison,realestate,441344,Nantes,2018-10-07,,4281
4282,17928,Recherche T3,REAL_ESTATE,277083,Nantes,2019-09-23,,4282
4283,21089,Recherche T1,RealEstate,371144,Marseille,2019-08-03,,4283
4284,6290,Recherche T2,REAL_ESTATE,307335,Créchy,2017-12-09,,4284
4285,14046,Vends Appartement,REAL_ESTATE,735359,Marseille,2018-04-03,,4285
4286,1755,Loue T1,REAL_ESTATE,1083,Ancy,2019-05-27,,4286
4287,20406,Loue F2,REAL_ESTATE,909,Marseille,2017-06-22,,4287
4288,27714,Vends T2,relestate,949601,Marseille,2019-04-26,,4288
4289,25028,Vends F1,realestate,679260,Laval,2017-06-16,,4289
4290,14855,Loue T1,RealEstate,936,Louâtre,2018-07-14,,4290
4291,4037,Loue T2,relestate,1456,Laval,2017-12-21,,4291
4292,19050,Loue Maison,realestate,1215,Gircourt-lès-Viéville,2019-01-18,,4292
4293,1328,Vends F2,realestate,648812,Nantes,2018-05-14,,4293
4294,29636,Recherche Appartement,REAL_ESTATE,366508,Laval,2019-04-16,,4294
4295,17629,Recherche Appartement,realestate,453696,Vagney,2018-05-19,,4295
4296,24341,Recherche Chateau,realestate,371041,Villennes-sur-Seine,2018-12-27,,4296
4297,25104,Recherche F1,RealEstate,315391,Nantes,2018-06-16,,4297
4298,10465,Recherche T4,realestate,297119,Castelnau-d'Auzan,2019-04-22,,4298
4299,9724,Vends F1,RealEstate,174889,Gueux,2017-11-19,,4299
4300,17344,Vends F3,realestate,250763,Réchicourt-le-Château,2017-06-15,,4300
4301,5171,Recherche F3,REAL_ESTATE,502060,Montesquieu-Lauragais,2017-05-18,,4301
4302,688,Recherche Maison,realestate,352741,Laval,2019-04-02,,4302
4303,23309,Loue T2,realestate,1438,Hipsheim,2018-07-08,,4303
4304,15428,Recherche F3,realestate,321548,Siest,2017-07-09,,4304
4305,27053,Vends T4,realestate,366527,Laval,2019-02-04,,4305
4306,11260,Loue Chateau,RealEstate,970,Ville-sous-la-Ferté,2018-10-15,,4306
4307,23458,Recherche T2,REAL_ESTATE,337578,Laval,2017-12-27,,4307
4308,18639,Recherche T3,realestate,336191,Lewarde,2017-04-21,,4308
4309,8471,Loue F1,relestate,401,Lay-Saint-Remy,2017-06-12,,4309
4310,12883,Recherche Chateau,RealEstate,236778,Vauciennes,2017-06-11,,4310
4311,24648,Loue Maison,RealEstate,1133,Boissy-sous-Saint-Yon,2019-12-12,,4311
4312,1398,Recherche Maison,realestate,421303,Nantes,2019-04-14,,4312
4313,29968,Vends Appartement,RealEstate,231290,Fontenelles,2018-05-06,,4313
4314,27065,Vends T3,realestate,457800,Nogent-lès-Montbard,2018-12-23,,4314
4315,8936,Vends T1,RealEstate,411115,Querrien,2018-05-25,,4315
4316,22689,Recherche Appartement,realestate,259628,Sierck-les-Bains,2019-01-15,,4316
4317,27094,Loue T2,realestate,867,Gambaiseuil,2018-12-15,,4317
4318,2011,Recherche F1,RealEstate,397316,Astaillac,2017-04-23,,4318
4319,7818,Loue T1,REAL_ESTATE,1451,Laval,2018-07-02,,4319
4320,65,Vends Chateau,REAL_ESTATE,563424,Marseille,2019-04-16,,4320
4321,6270,Loue T3,realestate,878,Marseille,2019-07-16,,4321
4322,3989,Loue F1,relestate,939,Nantes,2017-04-22,,4322
4323,23085,Recherche T3,RealEstate,297630,Arue,2019-04-24,,4323
4324,7500,Vends Maison,realestate,533017,Beaulieu-sous-Parthenay,2018-06-08,,4324
4325,17300,Vends F1,realestate,605396,Marseille,2019-02-25,,4325
4326,25516,Recherche F1,RealEstate,364985,Laval,2017-11-25,,4326
4327,6221,Vends T2,realestate,435317,Belvianes-et-Cavirac,2018-06-01,,4327
4328,24946,Vends Appartement,REAL_ESTATE,420418,Joncourt,2019-05-27,,4328
4329,25587,Vends Chateau,REAL_ESTATE,502035,Marseille,2018-07-05,,4329
4330,5558,Recherche Appartement,RealEstate,379354,Marseille,2019-07-06,,4330
4331,17338,Vends Maison,realestate,298488,Nantes,2018-06-08,,4331
4332,5271,Loue T4,realestate,1019,Nantes,2018-01-10,,4332
4333,10500,Vends T4,RealEstate,756785,Marseille,2019-12-27,,4333
4334,16891,Recherche T2,realestate,298174,Surdoux,2017-01-23,,4334
4335,29583,Vends T4,realestate,716280,Laval,2017-05-20,,4335
4336,18385,Loue Chateau,realestate,1111,Lauroux,2019-04-11,,4336
4337,8785,Vends F2,RealEstate,389152,Sceautres,2019-06-20,,4337
4338,5318,Loue F1,RealEstate,872,Pézarches,2019-04-12,,4338
4339,27378,Vends Appartement,RealEstate,476030,Le Châtelet-sur-Retourne,2018-07-14,,4339
4340,8932,Vends T2,realestate,345622,Bratte,2019-02-16,,4340
4341,4045,Recherche F3,RealEstate,505811,Brion-sur-Ource,2018-11-21,,4341
4342,21633,Loue F2,realestate,777,Marseille,2017-08-05,,4342
4343,29820,Loue T4,RealEstate,1175,Nantes,2019-07-04,,4343
4344,21953,Loue T3,realestate,922,Laval,2017-02-18,,4344
4345,13458,Recherche Chateau,RealEstate,385220,Roquebrune-sur-Argens,2019-05-06,,4345
4346,11856,Recherche F3,realestate,278072,Monthiers,2019-05-15,,4346
4347,21552,Recherche F1,relestate,116082,Sainte-Cécile-d'Andorge,2017-06-13,,4347
4348,19854,Loue F1,relestate,1569,Marseille,2019-09-25,,4348
4349,12083,Loue Appartement,REAL_ESTATE,1211,Nantes,2019-04-19,,4349
4350,20324,Recherche F1,realestate,411489,Tramont-Lassus,2017-05-01,,4350
4351,6127,Loue T4,RealEstate,691,Nantes,2019-07-02,,4351
4352,20664,Recherche Chateau,realestate,156851,Laval,2017-04-19,,4352
4353,14197,Vends Appartement,realestate,678038,Montagnat,2017-11-10,,4353
4354,383,Vends T4,RealEstate,285289,Marseille,2019-09-08,,4354
4355,7693,Loue Maison,RealEstate,497,Schœnenbourg,2018-04-16,,4355
4356,7756,Vends F2,RealEstate,450345,Marseille,2017-08-05,,4356
4357,23397,Recherche T1,realestate,303254,Marseille,2017-06-23,,4357
4358,15650,Loue Appartement,REAL_ESTATE,960,Montcel,2017-05-08,,4358
4359,13856,Recherche Appartement,REAL_ESTATE,271503,Nantes,2019-02-16,,4359
4360,1035,Vends F1,RealEstate,368487,Alligny-en-Morvan,2018-09-03,,4360
4361,12023,Recherche Appartement,realestate,240774,Lachamp-Raphaël,2017-05-02,,4361
4362,9724,Vends Chateau,realestate,287095,Gueux,2018-05-06,,4362
4363,14137,Loue F2,RealEstate,1047,Aregno,2018-04-15,,4363
4364,5014,Recherche T4,RealEstate,240256,Nantes,2019-12-16,,4364
4365,26926,Recherche F2,realestate,349959,Nantes,2019-11-19,,4365
4366,17212,Vends Appartement,RealEstate,455932,Estibeaux,2017-04-08,,4366
4367,28546,Loue T2,realestate,916,Valleroy-aux-Saules,2018-05-11,,4367
4368,7801,Recherche F1,realestate,285732,Laval,2018-02-18,,4368
4369,4713,Recherche T3,realestate,31054,Dorres,2019-05-18,,4369
4370,11035,Vends F1,realestate,773427,Le Poiré-sur-Vie,2018-04-20,,4370
4371,16642,Vends Maison,REAL_ESTATE,574432,Nantes,2017-09-07,,4371
4372,1462,Vends F3,REAL_ESTATE,338216,Laval,2018-10-06,,4372
4373,3645,Loue T4,RealEstate,642,Monceaux-le-Comte,2017-03-23,,4373
4374,25411,Vends Maison,realestate,893933,Cholet,2019-06-19,,4374
4375,16554,Recherche F1,REAL_ESTATE,260240,Laval,2019-08-12,,4375
4376,18925,Loue Appartement,relestate,959,Geiswiller,2017-05-20,,4376
4377,13122,Loue Appartement,realestate,822,La Haie-Fouassière,2017-10-19,,4377
4378,2779,Vends F3,relestate,460822,Laval,2019-11-27,,4378
4379,19214,Vends F2,REAL_ESTATE,593007,Monacia-d'Aullène,2019-04-20,,4379
4380,7753,Loue F1,relestate,798,Vaux-en-Bugey,2019-02-01,,4380
4381,4925,Recherche F2,realestate,199454,Yzernay,2018-05-20,,4381
4382,3703,Recherche F3,RealEstate,213555,Homps,2019-12-19,,4382
4383,9955,Recherche F2,realestate,336810,Bois-de-la-Pierre,2017-05-05,,4383
4384,17943,Loue F1,REAL_ESTATE,803,Monpardiac,2019-11-17,,4384
4385,9654,Loue T4,RealEstate,1196,Chaumesnil,2019-07-12,,4385
4386,26484,Loue F1,realestate,1355,Laval,2017-05-19,,4386
4387,26493,Recherche Maison,REAL_ESTATE,122935,Nantes,2018-06-26,,4387
4388,22863,Recherche Maison,RealEstate,311462,Plouvain,2018-12-12,,4388
4389,29644,Recherche F3,realestate,355805,Laval,2017-01-12,,4389
4390,29626,Vends F2,RealEstate,432299,Marseille,2018-07-03,,4390
4391,5229,Loue Chateau,REAL_ESTATE,1098,Laval,2018-04-25,,4391
4392,29464,Loue T3,REAL_ESTATE,1128,Laval,2019-06-12,,4392
4393,20932,Recherche T3,realestate,437091,Sylvanès,2017-05-12,,4393
4394,9225,Vends T3,RealEstate,364824,Saint-Prim,2017-12-22,,4394
4395,2238,Vends F2,relestate,525129,Vaugneray,2018-11-03,,4395
4396,10084,Loue T1,realestate,1213,Nantes,2017-07-22,,4396
4397,25909,Loue Appartement,realestate,1384,Nantes,2017-04-25,,4397
4398,25621,Loue Appartement,REAL_ESTATE,784,Saint-Augustin,2018-11-20,,4398
4399,23155,Loue F1,REAL_ESTATE,1219,Vazeilles-près-Saugues,2018-11-15,,4399
4400,11384,Recherche F1,relestate,434199,Marseille,2017-11-02,,4400
4401,18546,Recherche F1,realestate,262160,Mézeray,2019-11-12,,4401
4402,13107,Vends T1,REAL_ESTATE,541222,Bauné,2018-05-11,,4402
4403,29892,Vends F2,relestate,516216,Saint-Martin-Château,2017-06-06,,4403
4404,15966,Recherche T2,RealEstate,224742,Boinville-en-Mantois,2017-12-11,,4404
4405,22702,Recherche F1,realestate,311972,Nantes,2017-05-10,,4405
4406,8727,Vends Maison,RealEstate,709519,Monteplain,2017-01-26,,4406
4407,1630,Recherche Appartement,relestate,227507,Nantes,2017-07-25,,4407
4408,171,Vends T4,realestate,629062,Laval,2019-04-17,,4408
4409,29151,Recherche F1,realestate,391356,Laval,2017-04-08,,4409
4410,29915,Loue Maison,REAL_ESTATE,1049,Blénod-lès-Toul,2019-11-09,,4410
4411,1441,Loue T3,RealEstate,947,Nantes,2018-11-03,,4411
4412,7407,Recherche T2,realestate,435135,Pouru-Saint-Remy,2017-06-05,,4412
4413,1456,Vends T4,realestate,553086,Tourny,2018-04-14,,4413
4414,11941,Loue F1,RealEstate,1206,Esparros,2017-12-10,,4414
4415,13521,Recherche Chateau,RealEstate,319746,Chauffours,2019-09-21,,4415
4416,26207,Vends Maison,realestate,621005,Argelès-Gazost,2019-04-11,,4416
4417,20929,Recherche T3,REAL_ESTATE,269593,Planrupt,2019-12-21,,4417
4418,12478,Recherche T4,RealEstate,335070,Pont-Bellanger,2018-05-20,,4418
4419,8964,Recherche T1,RealEstate,263032,Laval,2017-09-02,,4419
4420,4039,Recherche F1,REAL_ESTATE,318035,Jonchery-sur-Vesle,2018-04-14,,4420
4421,7015,Vends T4,relestate,483141,Trouy,2019-06-05,,4421
4422,28109,Loue Chateau,relestate,1380,Bourdenay,2017-04-10,,4422
4423,15758,Loue F1,REAL_ESTATE,977,Rivolet,2018-06-01,,4423
4424,19977,Vends F1,realestate,397329,Marseille,2018-01-03,,4424
4425,27594,Recherche Appartement,realestate,242227,Laval,2018-06-05,,4425
4426,16976,Vends F3,REAL_ESTATE,720714,Nantes,2018-07-06,,4426
4427,8915,Recherche Chateau,RealEstate,341269,Broxeele,2017-04-15,,4427
4428,25858,Recherche Appartement,RealEstate,432278,Nantes,2018-05-18,,4428
4429,21728,Vends Appartement,REAL_ESTATE,682452,Lamothe,2018-05-02,,4429
4430,4001,Recherche F3,realestate,372249,Marseille,2017-06-14,,4430
4431,8130,Vends F2,realestate,430064,Nantes,2019-04-05,,4431
4432,172,Vends T1,realestate,545214,Valprivas,2017-12-21,,4432
4433,11057,Vends T2,RealEstate,294188,Laval,2019-07-22,,4433
4434,13782,Vends T2,realestate,627336,Laval,2019-07-22,,4434
4435,4108,Vends T1,realestate,565929,Castellar,2018-07-05,,4435
4436,7400,Loue F1,realestate,469,Orthoux-Sérignac-Quilhan,2018-04-19,,4436
4437,25352,Vends T4,realestate,520327,Baulne,2017-06-07,,4437
4438,8735,Recherche F1,REAL_ESTATE,320255,Marseille,2017-04-03,,4438
4439,28039,Vends F2,RealEstate,524638,Nantes,2017-01-27,,4439
4440,10273,Loue Chateau,realestate,678,Nantes,2017-11-25,,4440
4441,21854,Loue T2,realestate,1446,Marseille,2018-05-07,,4441
4442,27900,Recherche T1,realestate,426508,Laval,2019-06-23,,4442
4443,16848,Vends F3,REAL_ESTATE,333175,Laval,2018-04-26,,4443
4444,23132,Vends T1,relestate,297163,Viry,2019-03-04,,4444
4445,17666,Vends Appartement,realestate,559205,Mayrinhac-Lentour,2018-06-18,,4445
4446,8092,Recherche F3,realestate,214133,Nantes,2019-06-15,,4446
4447,29641,Loue F1,realestate,989,Saint-Blaise-la-Roche,2019-04-12,,4447
4448,27074,Loue T4,RealEstate,1074,Bréel,2018-04-05,,4448
4449,14015,Vends T2,RealEstate,672857,Nantes,2018-08-05,,4449
4450,16193,Vends Appartement,realestate,342489,Tanus,2017-01-18,,4450
4451,9030,Loue F1,RealEstate,547,Rouffiac,2019-01-20,,4451
4452,7236,Loue T2,realestate,944,Laval,2018-02-08,,4452
4453,23097,Vends Appartement,realestate,307185,Lironcourt,2018-07-09,,4453
4454,28674,Vends F2,relestate,670869,Nantes,2018-10-07,,4454
4455,2482,Recherche Appartement,RealEstate,392484,Saint-Paul-en-Chablais,2019-07-26,,4455
4456,12203,Loue T1,RealEstate,1254,La Boissière-sur-Èvre,2017-11-11,,4456
4457,8762,Recherche Appartement,realestate,382161,Laval,2019-11-15,,4457
4458,5293,Loue F3,REAL_ESTATE,1350,Nantes,2018-09-16,,4458
4459,15467,Loue F3,REAL_ESTATE,1037,Nantes,2019-04-20,,4459
4460,11677,Vends Appartement,RealEstate,392103,Nantes,2017-07-27,,4460
4461,4695,Loue T1,realestate,1227,Laval,2017-09-06,,4461
4462,30,Recherche F1,relestate,217870,Laval,2018-08-04,,4462
4463,22951,Recherche Appartement,realestate,354822,Nantes,2017-04-18,,4463
4464,14628,Recherche Maison,RealEstate,173824,Nantes,2018-06-18,,4464
4465,15477,Vends T1,REAL_ESTATE,558552,Fontains,2019-05-05,,4465
4466,12324,Recherche T4,realestate,156723,Marigny-en-Orxois,2018-10-20,,4466
4467,11304,Vends T2,realestate,375067,Laval,2018-01-25,,4467
4468,20523,Recherche T1,REAL_ESTATE,346625,Doméliers,2019-01-14,,4468
4469,7554,Recherche F2,realestate,359553,Nantes,2017-04-18,,4469
4470,4381,Vends Appartement,RealEstate,235281,Bézancourt,2017-10-22,,4470
4471,9087,Recherche F3,RealEstate,292977,Laval,2018-04-06,,4471
4472,12647,Vends T1,RealEstate,586404,Montgenost,2019-06-14,,4472
4473,4448,Vends T3,realestate,134758,Bottereaux,2019-12-26,,4473
4474,12326,Recherche T2,REAL_ESTATE,221944,Goven,2017-02-08,,4474
4475,18935,Vends F3,realestate,435131,Nantes,2019-08-25,,4475
4476,21648,Recherche Maison,RealEstate,162865,Marseille,2019-02-21,,4476
4477,10130,Vends F3,relestate,434647,Abondant,2018-06-10,,4477
4478,15832,Vends Chateau,realestate,357852,Gouaux,2017-06-27,,4478
4479,14598,Vends F2,RealEstate,620839,Maligny,2018-11-09,,4479
4480,5596,Recherche T2,RealEstate,305409,Saint-Andeux,2019-07-10,,4480
4481,24331,Loue Maison,relestate,784,Uzeste,2019-02-09,,4481
4482,24857,Vends T2,realestate,285901,Forcelles-Saint-Gorgon,2017-11-18,,4482
4483,8271,Recherche Appartement,REAL_ESTATE,390281,Ottange,2019-04-03,,4483
4484,22732,Loue T3,RealEstate,866,Laval,2019-08-07,,4484
4485,11763,Recherche F1,realestate,436698,Laval,2018-12-25,,4485
4486,5101,Recherche F2,RealEstate,324102,Bonny-sur-Loire,2018-05-11,,4486
4487,26624,Vends F1,REAL_ESTATE,473389,Nantes,2018-01-05,,4487
4488,9203,Recherche Appartement,RealEstate,272553,Laval,2018-01-14,,4488
4489,23282,Loue Maison,relestate,1180,Marseille,2018-08-16,,4489
4490,14196,Loue T2,realestate,1263,Nantes,2019-07-16,,4490
4491,424,Loue T3,realestate,992,Marseille,2018-06-27,,4491
4492,17927,Recherche F1,realestate,336847,Malville,2017-01-10,,4492
4493,20387,Recherche Maison,RealEstate,147746,Marseille,2019-12-20,,4493
4494,3328,Recherche Appartement,REAL_ESTATE,361097,Prunay-le-Gillon,2019-11-21,,4494
4495,2866,Vends Appartement,relestate,611258,Laval,2018-04-07,,4495
4496,5068,Vends Appartement,RealEstate,582556,Marseille,2018-10-23,,4496
4497,11274,Recherche T4,REAL_ESTATE,203734,Marseille,2019-05-11,,4497
4498,23129,Recherche T3,realestate,265674,Marseille,2018-06-05,,4498
4499,28723,Vends F3,RealEstate,175037,Laval,2019-11-01,,4499
4500,27963,Recherche T4,RealEstate,202796,Marseille,2018-10-18,,4500
4501,17613,Recherche Maison,relestate,308940,Menus,2018-07-06,,4501
4502,16299,Recherche T2,RealEstate,313486,Nochize,2019-04-20,,4502
4503,21154,Vends Maison,RealEstate,677884,Nantes,2018-06-02,,4503
4504,19003,Recherche Chateau,relestate,257698,Laval,2017-07-17,,4504
