id,ad_owner_id,buyer_user_id,ad_id,sold_price,created_at
1266,26049,6388,28556,778.2508152850737,2017-06-15
1267,301,5832,24613,755.2399552389054,2018-07-27
1268,13472,21893,24335,616.5032644259056,2018-05-31
1269,1435,8956,17535,796.62397473119,2017-06-21
1270,4010,17082,6428,749.1287249883235,2018-07-25
1271,29757,26742,20200,729.9175177317912,2018-12-11
1272,7151,3668,21872,779.4998134057048,2017-06-16
1273,20472,6037,20273,704.7102418755746,2018-05-06
1274,9485,299,38004,682.9970131481607,2018-07-14
1275,23149,4790,33958,826.0798760480326,2019-06-04
1276,4317,16728,28384,769.909635347724,2019-02-02
1277,22282,13757,4910,750.3332060518339,2018-11-15
1278,7625,10659,25517,695.6052280847547,2017-07-23
1279,8033,11733,3398,762.7516604490859,2018-11-16
1280,14965,12023,34091,870.0617765440062,2019-02-14
1281,17046,11320,35815,726.2527015727076,2019-02-26
1282,14401,18513,29784,763.4577073105789,2018-02-20
1283,18469,19051,26473,782.1796678754517,2019-08-01
1284,5012,26936,10089,871.2083109897758,2019-07-20
1285,3185,2634,39022,730.4997772597319,2019-01-20
1286,1002,15620,35438,735.4556559252885,2018-12-24
1287,22407,17381,31189,674.8920520805708,2018-10-10
1288,24761,24860,34305,733.1210826480141,2019-06-29
1289,9179,18121,30367,774.7900411009028,2019-03-14
1290,16645,14787,39420,758.8354894107393,2019-01-18
1291,28307,706,35304,707.1861434598256,2017-08-14
1292,19394,11180,26962,799.4979018537554,2018-12-04
1293,12125,22217,30999,735.5148999763544,2019-04-27
1294,21548,4975,29247,985.226271653591,2019-01-26
1295,14265,11018,37697,776.4384115948483,2017-05-06
1296,26778,20331,10286,683.3630353073933,2017-09-23
1297,12891,1657,20858,768.9585270848277,2017-11-26
1298,5269,21635,26925,640.5450668832257,2017-09-12
1299,24850,12174,35112,782.9635259883856,2017-11-23
1300,13092,11008,33487,840.3506483218661,2018-05-21
1301,18484,2600,28358,910.2894121608057,2018-05-01
1302,17971,27338,24013,673.2044865011561,2018-06-09
1303,24085,28700,22994,784.663527085297,2019-07-14
1304,16066,1922,35035,627.1914679715477,2017-12-04
1305,26392,24014,28941,861.9384615557577,2019-04-25
1306,11920,3660,38269,820.2769817745432,2018-11-26
1307,24213,8314,38115,816.0501640941202,2018-01-06
1308,9159,12293,25182,798.770352345808,2017-04-23
1309,15035,18135,8545,825.0609455955561,2018-02-03
1310,8491,20491,35542,767.4299757028019,2017-02-19
1311,10848,26221,28521,709.024251202073,2017-05-31
1312,6182,8722,22790,779.8447644055927,2018-04-24
1313,21378,16976,32758,764.2803057107085,2017-08-12
1314,3257,2866,31797,681.2556990491661,2017-02-09
1315,20146,8981,30434,767.6976305570566,2017-01-24
1316,23256,24206,34824,889.2575037494762,2018-07-24
1317,25802,18167,23430,658.3934008729042,2017-12-02
1318,17883,25036,38629,787.9666195947822,2019-06-27
1319,3196,2608,39622,848.3618553545809,2019-08-06
1320,23282,19505,23452,663.9002703948631,2017-09-28
1321,28814,3144,3198,905.763846449701,2018-05-18
1322,17702,3304,4518,747.1537550716596,2018-04-12
1323,23884,42,30001,792.9015290126108,2019-06-17
1324,29212,15934,20314,787.5781819232259,2018-04-12
1325,18546,635,39252,699.4888033358187,2019-12-02
1326,8437,13988,36744,780.1791815968527,2018-12-07
1327,20547,27353,30975,795.0755278803045,2017-02-06
1328,20461,27000,2118,807.972293642473,2018-06-03
1329,20380,12035,5150,722.0952384271061,2017-05-27
1330,18855,5861,3793,815.9445764589827,2019-12-02
1331,15690,21945,32218,826.8869297963377,2017-09-29
1332,19138,28675,25900,823.454758710356,2019-07-06
1333,7927,13739,23341,735.8673529124865,2018-06-20
1334,20043,26679,20874,719.4324523680586,2017-02-17
1335,23154,5752,30783,807.3070004801857,2018-01-01
1336,16661,3023,20670,741.2275901505382,2019-05-20
1337,879,1182,39598,764.7505867613191,2019-07-22
1338,3893,15915,32576,705.5251808168066,2018-12-29
1339,7424,21548,31495,910.4342713759929,2018-06-22
1340,10932,4146,36362,729.171173879959,2019-05-29
1341,16113,21146,20639,746.7513482368487,2019-06-18
1342,11994,29043,28301,972.626991250844,2018-07-03
1343,3899,5156,26667,750.4968221476034,2017-09-16
1344,927,26911,4226,831.1426102550403,2018-11-29
1345,18495,14112,28500,729.5098710936901,2018-04-27
1346,17149,15148,25010,744.0871932936291,2018-12-26
1347,1838,17047,1726,775.8379743741568,2018-09-27
1348,27390,12286,39477,650.5609805815675,2019-07-16
1349,8824,7521,14953,887.252902800524,2019-11-13
1350,20645,16099,32091,787.8955732045094,2019-06-14
1351,6883,20760,26248,697.8726525068855,2019-07-23
1352,21936,10124,29593,784.7192897918378,2017-07-17
1353,17771,27663,29235,733.1852619612886,2018-07-20
1354,14661,21599,22416,781.4621105729508,2018-05-01
1355,12397,2879,23697,732.5942648067128,2019-05-30
1356,25621,890,4398,847.1817592385675,2018-11-30
1357,19860,7212,23296,729.4852538837347,2018-12-17
1358,27786,2363,31544,859.8613616612145,2017-11-14
1359,28799,18898,25936,657.2418940876914,2019-07-04
1360,3297,24838,25955,880.9521414345315,2019-05-28
1361,4037,14031,18926,866.2762586116427,2019-06-02
1362,2643,24394,28025,809.4615056282981,2019-07-28
1363,18039,3854,22237,747.3004167182896,2020-01-05
1364,9814,23763,10276,794.8765704112665,2019-07-12
1365,27587,3432,33392,786.4694870158064,2018-07-15
1366,7324,5772,27779,751.0211836154851,2017-07-28
1367,9975,16530,21432,869.1992719829658,2019-11-26
1368,6450,19972,30226,829.1737374643996,2019-12-30
1369,19304,13088,10573,739.7612278389545,2019-06-22
1370,17975,7908,36628,871.6432692884905,2019-11-14
1371,9337,4513,817,845.6193191447046,2019-08-03
1372,19441,22023,24338,848.8633513169502,2017-06-02
1373,13027,2929,16125,762.286792583059,2019-07-16
1374,24509,20983,31090,780.4891896771717,2019-06-12
1375,6751,15959,36494,731.105507819604,2018-01-12
1376,15004,29634,20803,728.2612408333058,2020-01-02
1377,23870,10063,36124,755.8692175512002,2019-12-12
1378,21428,12515,11405,701.9197521920131,2020-01-03
1379,21185,15369,6499,622.7325570801125,2018-06-20
1380,1244,15960,27487,811.4719138876562,2017-02-14
1381,9215,8030,1740,831.3904687781696,2019-06-26
1382,6693,28092,30945,766.6045041220204,2018-05-02
1383,16664,27031,35601,897.6523694763454,2018-12-31
1384,25733,24570,2850,902.8859700854993,2017-11-01
1385,9166,26084,24469,761.7450352760401,2017-06-01
1386,21815,20805,24994,670.2702632574518,2017-11-19
1387,21604,22324,10252,725.7279629911459,2017-11-10
1388,4837,19414,10583,808.1568551912169,2018-11-24
1389,26208,17475,16890,741.5601613526431,2019-04-18
1390,7271,22642,30332,767.6385523290945,2017-11-02
1391,21316,14442,31422,707.6863771088518,2017-08-04
1392,5911,6562,31839,795.2142426129161,2017-04-30
1393,7074,23374,15692,859.8761867297363,2019-11-24
1394,25283,8344,21818,783.3341285293322,2017-01-26
1395,18336,26571,21029,688.7618047699365,2019-08-24
1396,510,12527,39611,872.4684087894657,2018-05-28
1397,4675,20602,36649,840.6118044701558,2017-02-04
1398,13241,1195,31255,815.5648351303349,2019-07-24
1399,9197,764,29710,828.6860296179028,2018-12-16
1400,5194,28617,22888,879.0892330571529,2017-07-17
1401,3083,11442,20750,919.9842075178098,2018-05-15
1402,28453,7073,29919,786.6991953373125,2017-12-04
1403,22153,13318,22643,709.5287019156522,2019-11-19
1404,2655,17164,32819,745.368316237214,2018-01-18
1405,22987,6859,33585,917.730857779225,2019-04-15
1406,26077,1808,3955,735.6433501287192,2017-12-04
1407,16907,25324,35102,822.7405432563946,2017-12-22
1408,16405,15931,24088,805.10375403339,2018-06-01
1409,11866,15133,33485,756.5325581124667,2019-04-14
1410,27844,25354,28802,943.141435904485,2017-11-05
1411,4863,7620,22151,831.2150222248546,2017-06-16
1412,5201,9227,7822,799.3940269468618,2017-08-11
1413,6244,3380,18710,755.8694654367936,2017-06-16
1414,35,18163,23687,728.0952879843829,2019-06-26
1415,12667,25161,12834,880.1372113754892,2017-03-06
1416,25638,9932,31336,838.3618124580854,2017-05-12
1417,26500,6855,20059,792.4617574058465,2019-07-29
1418,25995,10113,14921,689.9976819955042,2017-04-20
1419,25531,5462,39111,903.9980898421746,2019-11-14
1420,1841,7728,3589,1005.6746306015297,2017-04-27
1421,16864,11353,37459,837.2857855675343,2018-10-14
1422,28107,19998,25823,814.1904934288971,2018-09-23
1423,26562,11515,7911,853.5033424062758,2017-11-23
1424,20913,15171,36638,828.4512894360566,2017-07-01
1425,12086,8584,25740,889.5195508682805,2018-01-24
1426,1207,6931,17499,775.1451798410666,2017-08-16
1427,23181,18667,34899,855.8037893169928,2019-12-04
1428,5310,20137,26948,807.2186474262487,2017-11-11
1429,979,4443,9328,875.2144275841274,2019-07-06
1430,27221,11924,6929,927.1637181218696,2017-12-24
1431,28982,27908,14344,685.3928658971258,2018-06-26
1432,8531,24394,37435,661.3516072355271,2017-10-12
1433,23021,25196,25440,727.380431266976,2017-12-21
1434,8491,24380,35957,795.0558247178317,2017-03-13
1435,1023,22837,26887,994.6353828866078,2017-04-17
1436,6564,13509,34424,766.775535073361,2019-06-28
1437,11443,24765,34263,894.3522528860592,2019-04-18
1438,21877,3431,4742,869.9956907956906,2018-01-29
1439,15579,15761,26554,736.9058057282051,2019-12-06
1440,5037,12092,15121,819.621486492561,2018-05-01
1441,8770,22570,28248,815.1262382408169,2019-05-14
1442,17740,7529,16147,752.3307998750341,2019-04-18
1443,25407,6454,23512,818.0515350909554,2019-11-26
1444,2372,1486,6997,782.4035628396638,2018-01-20
1445,2420,15122,35894,932.2669386397129,2017-04-28
1446,12901,6634,2341,920.2826739386027,2019-01-27
1447,5440,22219,23055,816.1677375296063,2017-12-24
1448,8678,750,8990,792.6013255150632,2018-05-15
1449,7474,18004,23424,757.8689125041594,2017-05-26
1450,5924,8076,5883,790.3465756743874,2019-11-15
1451,15405,8407,31215,708.4366083333437,2017-07-28
1452,26174,25890,5468,842.4110386145977,2018-07-30
1453,1838,5184,30472,802.4629884617308,2018-06-30
1454,6047,13179,3319,893.552860475454,2018-04-25
1455,12340,22329,34160,849.950444042036,2019-07-24
1456,19288,10023,21722,850.56570514218,2017-07-01
1457,16003,29100,28920,844.3511887916952,2018-11-23
1458,1563,27734,32541,760.345525395908,2019-07-13
1459,24379,22137,36617,834.3142787869009,2019-04-11
1460,4029,4084,23678,608.8422365530995,2018-07-20
1461,5956,22353,5872,957.8482988435997,2017-01-17
1462,28013,19122,18555,831.0334694550512,2018-04-15
1463,29474,23588,6,667.3575075422048,2017-10-05
1464,1217,10222,3664,866.2357331995497,2020-01-03
1465,24736,17835,28299,854.1027179375892,2019-06-24
1466,9799,1601,35406,804.1779920266482,2018-12-15
1467,15277,17925,26723,815.2891447864583,2017-05-22
1468,16646,201,6434,803.4205950971883,2018-05-01
1469,20600,25557,19219,844.3325148793,2019-12-26
1470,10542,9839,1939,933.3322630834408,2018-11-28
1471,16254,7938,2294,923.7147620391189,2018-04-12
1472,13122,21587,4377,805.9640462154938,2017-10-28
1473,9147,7445,4902,958.2010945707161,2019-07-05
1474,24991,17084,28499,784.0397523897358,2019-08-26
1475,14633,3678,23825,671.1722801067292,2018-01-31
1476,27490,13945,20552,859.8878228659652,2019-11-24
1477,2939,14600,26621,808.827749083026,2019-08-16
1478,9875,20925,33125,725.1781773440251,2019-08-01
1479,10651,14628,5453,800.2442826344296,2019-08-19
1480,12952,6095,22359,837.637340854947,2017-05-15
1481,14946,17687,1774,713.0945077360636,2019-04-12
1482,4950,6821,29441,950.9071690159574,2018-10-19
1483,25863,29818,39349,811.928166153061,2019-05-03
1484,4858,22733,6922,832.8828165813998,2018-01-23
1485,19493,26759,28557,840.7571977814196,2018-05-25
1486,15608,17297,6956,899.9154078110081,2018-06-02
1487,29581,15564,1737,845.4376681151047,2017-07-15
1488,26129,2572,19206,850.7628617501766,2018-11-26
1489,18432,11285,31207,909.889096792627,2017-05-01
1490,5901,21038,8494,906.812635721236,2019-11-28
1491,23279,22570,18801,861.1607260711955,2017-11-28
1492,6008,10309,5932,762.208440947097,2019-05-22
1493,24283,9626,34019,759.8924357574164,2019-01-31
1494,28067,11882,33796,803.8285234459917,2019-05-28
1495,21269,6076,29349,887.077802837437,2019-07-14
1496,7666,4967,20002,702.7445656473501,2019-06-02
1497,17954,11413,29726,869.3272033095775,2018-07-13
1498,15437,22613,28442,809.2612826999815,2018-05-11
1499,17645,26086,3361,828.1780573983052,2018-05-14
1500,8253,13530,26463,943.5728011957219,2017-09-13
1501,24521,6179,19296,635.691151564343,2019-07-17
1502,18599,12610,13430,832.3794095193164,2019-05-11
1503,12470,20331,34234,929.4861055739617,2019-06-16
1504,1977,738,10928,716.4062202644134,2019-07-03
1505,5162,17885,27185,824.590592874614,2019-11-16
1506,22145,6481,30350,852.7849276805385,2018-04-25
1507,1388,7471,28769,854.2590769332662,2018-06-24
1508,16896,15623,39726,952.4794086502579,2019-05-30
1509,2956,28204,17366,1042.8060304201938,2018-06-27
1510,15653,23052,31415,937.7405555027415,2018-12-03
1511,17605,2097,14515,814.6566170004218,2017-09-30
1512,4669,18453,19194,950.5027893285616,2018-11-14
1513,14915,25643,322,902.8689770778935,2018-02-12
1514,8811,13491,28214,740.17276508163,2017-06-02
1515,13114,9055,9009,907.7254166310228,2018-04-20
1516,18539,25269,31661,769.9207081440431,2019-03-20
1517,2011,22326,2929,898.559785106564,2019-04-23
1518,17258,1896,30374,974.3571193183677,2019-04-30
1519,17833,25140,5548,975.450477286601,2018-07-28
1520,27111,14348,2680,974.6798258772457,2019-09-23
1521,18164,24242,23,723.2033533290922,2017-03-29
1522,23616,12367,11970,845.9768145418716,2018-05-21
1523,27733,5704,25047,907.8857606981779,2019-10-15
1524,8414,24614,28341,906.8661703851507,2018-05-23
1525,23772,23436,38545,858.6186809517086,2018-05-11
1526,24954,17242,18294,777.2042595558024,2017-04-23
1527,14797,7515,18177,956.709516864323,2018-04-24
1528,25385,17039,2181,908.2495848469422,2019-03-03
1529,14167,10756,8531,1067.5994021127115,2020-01-01
1530,11858,20751,5613,972.0308361878232,2017-06-27
1531,22314,5835,23537,758.768913718727,2017-12-25
1532,21427,8075,519,747.5532275217429,2019-07-14
1533,13901,18870,7842,623.7941004838451,2017-07-29
1534,5277,18692,15269,954.2968125998782,2019-06-26
1535,29182,9618,2999,798.9859121518867,2019-12-17
1536,16995,22004,18477,973.0150498230249,2019-06-23
1537,21890,10626,4526,770.5738789718267,2019-07-30
1538,10951,14233,776,910.9750010760881,2019-01-04
1539,23256,10202,19329,740.3000407628655,2019-01-22
1540,24589,4506,183,975.8252367098002,2019-05-23
1541,16637,26348,3545,931.0418500027052,2017-06-06
1542,7248,12989,21877,827.2456567503281,2019-06-17
1543,10889,22812,8474,860.2431428438256,2019-06-19
1544,24627,5284,555,911.0088000889529,2018-05-27
1545,26917,9512,2570,982.4185887406506,2018-03-02
1546,14400,12679,2561,715.6584583680077,2017-04-18
1547,11755,28259,24491,784.6976942632281,2018-04-23
1548,2960,10066,7641,640.6593445292953,2018-11-21
1549,26155,1006,19811,814.5110120562083,2019-11-23
1550,21138,7371,23542,809.2759623407974,2018-09-05
1551,11661,10480,3794,758.9768722547352,2018-05-24
1552,27935,14098,8756,839.3021015209387,2017-10-03
1553,212,25646,1645,715.385437122381,2018-11-10
1554,9579,27047,2817,902.7856283599565,2017-04-20
1555,7036,3124,1137,784.6937734240231,2018-07-04
1556,19001,1285,12856,992.602003836412,2017-05-16
1557,29096,27992,27870,857.0478475550317,2017-08-15
1558,16677,19855,10030,922.9429091291936,2018-05-31
1559,24511,18740,38990,900.9992011184862,2019-12-03
1560,22737,7015,7576,850.0208673482425,2018-07-17
1561,544,10293,33305,804.1244472467039,2019-02-11
1562,8134,12345,6188,927.9800071039722,2019-06-17
1563,13717,13193,5829,988.1308884990841,2017-12-14
1564,15514,16317,3283,946.117731730033,2018-11-27
1565,23501,28438,7758,768.3907582954824,2019-06-23
1566,21788,22284,9189,858.118003862348,2018-05-31
1567,2477,8651,9145,820.2990684253682,2018-04-17
1568,29703,7653,4750,835.7063470133859,2017-05-21
1569,21188,24158,28016,764.9683787466178,2018-06-15
1570,17759,15987,5984,936.1237413186327,2017-04-03
1571,383,22645,1477,806.7363726687872,2019-01-18
1572,1550,20101,28210,862.653405536624,2017-08-28
1573,24964,18808,3431,1093.3751244014318,2019-12-04
1574,7489,10138,7800,701.177810874635,2017-06-09
1575,20995,17811,13076,895.2157868495985,2017-05-17
1576,7516,27136,1756,981.8372023285722,2017-12-01
1577,19675,12087,2839,915.7321577330198,2017-12-16
1578,21505,16538,7214,638.2088465529221,2018-03-11
1579,13859,10622,2420,1029.5991619246101,2018-12-28
1580,29739,21558,15146,939.0516438242742,2017-09-24
1581,27379,9512,35169,872.7252048787644,2017-09-14
1582,12147,10666,14612,852.2564504533797,2018-07-20
1583,3775,11898,13216,777.9780992127088,2019-05-15
1584,25352,16029,15703,881.8634818418725,2019-03-01
1585,23286,19886,21528,878.9235586398491,2017-10-17
1586,26009,4217,19486,1009.1293120003442,2018-08-26
1587,28599,3959,4718,884.6111429243541,2018-04-25
1588,26258,1506,5574,971.53831975584,2019-09-17
1589,15711,35,15215,898.1936432073494,2018-08-22
1590,16673,6624,29121,769.7650465371944,2017-04-24
1591,20540,21890,7771,964.7637384510685,2017-02-03
1592,4224,14,10607,906.6203666312705,2017-04-19
1593,8263,28581,10988,999.6670097652093,2019-04-17
1594,6801,25225,14709,853.363181123866,2017-12-19
1595,24109,5496,12023,1045.1969679361498,2019-02-21
1596,28038,11263,12186,793.641464710191,2019-05-05
1597,4086,9255,22670,774.2475626641644,2018-06-20
1598,24660,24959,12786,847.2209465028195,2017-05-24
1599,22435,25688,18469,871.9846043556091,2018-06-20
1600,23791,25381,10396,867.5321830824499,2019-12-10
1601,6265,1369,1235,841.9995587987116,2017-04-16
1602,8940,7973,1948,849.5449856296418,2018-12-21
1603,26768,15215,13100,898.8100794122814,2017-07-04
1604,24811,23574,36189,883.3562296922788,2019-05-06
1605,23542,10645,7500,877.5879415130869,2017-11-24
1606,3951,2414,16703,963.551249653428,2019-03-03
1607,21926,23148,14881,987.049879051062,2019-08-22
1608,5457,14465,16325,768.6819038150917,2017-07-31
1609,25373,30,19969,799.9585151112557,2017-05-04
1610,18929,11065,13347,979.6037514736372,2019-04-19
1611,76,29297,15412,770.4004853315561,2018-12-27
1612,19650,57,14450,1065.8443167179678,2019-08-28
1613,14563,25195,12433,892.0370710817663,2017-05-03
1614,19647,11255,39140,963.5506270559715,2019-05-06
1615,24865,11684,10891,815.1671360857356,2018-07-02
1616,1195,661,10191,825.3451018984498,2019-07-19
1617,9547,11377,19379,905.8607527557476,2017-02-13
1618,2171,22968,3490,820.1292555861461,2019-09-04
1619,8994,20020,29315,1003.4691862971742,2018-07-03
1620,28605,21902,15056,911.0462562471217,2017-02-03
1621,15832,6445,1592,990.807661922619,2018-05-12
1622,16664,19664,2895,767.0440661346206,2017-04-01
1623,6384,3192,138,793.3994015881427,2019-04-25
1624,414,12269,7300,854.1322680543686,2018-05-04
1625,16941,2435,10651,979.5502763648132,2017-11-16
1626,18420,20463,11593,999.0831805650625,2018-09-15
1627,27453,8144,13374,898.9122548498284,2018-01-24
1628,12121,22307,11338,863.5709960684492,2018-07-27
1629,27620,17345,27796,1049.9910753401016,2018-05-18
1630,14733,20057,4280,962.8393086067961,2018-07-01
1631,14809,14213,6296,715.6541338218901,2019-01-22
1632,7468,9384,18040,933.4693767841435,2017-07-21
1633,29263,17700,2046,1032.2310785847178,2017-07-18
1634,20989,6050,5902,963.8834925792519,2017-05-23
1635,24153,13732,28188,935.8169894936327,2019-07-17
1636,29030,5922,7765,1035.4857387690154,2019-12-06
1637,854,13116,4663,854.1077369969506,2017-05-05
1638,2422,19326,7291,914.8029953384356,2018-04-19
1639,5885,23100,6606,901.913813821514,2019-11-24
1640,11720,9068,14492,961.7986331963189,2019-09-01
1641,21930,16916,18959,824.4569736874181,2017-06-14
1642,5706,4504,8975,885.2152417023735,2018-01-01
1643,18076,26415,4667,910.6121049352653,2018-07-11
1644,4586,18463,4684,1067.1520866263563,2018-07-08
1645,21972,3287,2077,869.1493551964168,2017-07-21
1646,16266,3976,15705,774.541695242955,2018-02-01
1647,1501,11925,3304,918.9913499054478,2017-09-26
1648,18611,26450,17032,938.7854884778436,2017-06-17
1649,4619,9878,3200,991.7034550361279,2017-07-02
1650,17940,19681,3330,833.5015731283692,2018-06-04
1651,20072,7745,19625,1159.9615945466144,2019-06-18
1652,13610,16866,14196,943.9254959947455,2017-01-30
1653,29622,13997,6452,862.9146550345266,2019-05-17
1654,3508,8406,16077,919.0690783868025,2019-06-23
1655,18892,9348,7445,973.6807364740444,2018-07-02
1656,9201,690,13719,1073.4262078869601,2018-04-17
1657,25070,20491,2414,991.1457518174701,2017-06-03
1658,25839,1814,14646,901.5207887992901,2017-12-29
1659,14548,25835,13058,762.2365676863368,2017-08-30
1660,26194,13094,8724,887.1286799493287,2018-08-20
1661,27553,3797,4165,959.9984073975595,2018-10-06
1662,14347,6799,6120,762.9382689460458,2018-04-18
1663,18577,16956,19128,1083.6757568783614,2019-07-22
1664,23509,10229,14875,834.5615769276753,2019-02-26
1665,3691,5910,7206,924.4177108248018,2019-07-12
1666,7154,3649,15105,932.2673506650452,2019-06-25
1667,10951,7587,2528,835.9677175744797,2019-08-02
1668,4651,16668,16641,784.0332084395372,2017-01-13
1669,3879,28500,3004,1016.3491321132392,2018-11-12
1670,14065,7018,3313,960.9841787386964,2017-04-20
1671,243,23463,18965,733.0551144293123,2019-04-29
1672,21570,22165,4748,915.8079399444435,2017-11-01
1673,13376,4928,12893,930.076952116662,2019-02-14
1674,677,763,14174,965.8417152244232,2018-03-07
1675,27940,19348,16603,845.1452065022683,2019-05-22
1676,15832,4272,3575,1031.4357636215811,2017-05-03
1677,2535,27145,9085,886.6612991014807,2018-09-13
1678,3989,1421,4322,1072.5170686469303,2017-05-03
1679,22471,3113,16730,712.9197126711467,2019-01-11
1680,14496,11634,10754,1151.6147721440616,2019-05-27
1681,26687,779,5642,979.6041294944833,2019-12-19
1682,28139,970,10379,812.3682574958768,2018-05-24
1683,26966,17002,8021,943.5085615507155,2017-06-29
1684,14850,2053,14876,919.9279169459213,2017-11-30
1685,17689,29212,5005,890.8044582928744,2019-04-23
1686,7372,17184,6085,906.2304995665938,2017-07-21
1687,3210,9968,17406,926.4715464114244,2017-12-21
1688,7236,5162,4452,954.1961668659299,2018-02-18
1689,11980,5407,12542,1055.6601375543248,2018-12-30
1690,4742,1282,7799,988.3320162970626,2018-05-31
1691,8992,5006,8599,958.9308246324607,2017-11-28
1692,10168,18750,9262,961.3459987380659,2017-07-12
1693,2269,3896,1501,932.3031764479778,2018-05-05
1694,19794,4462,832,1039.3390352925014,2019-12-02
1695,12185,21313,14033,1009.9148579074633,2019-01-22
1696,15906,7805,7643,817.2533138795659,2019-05-04
1697,15903,6937,14194,963.6252611692192,2018-01-18
1698,18351,15162,16770,889.753178382143,2018-05-03
1699,6559,26399,8714,845.6697084268411,2018-11-13
1700,28753,9266,19673,945.9220103072158,2018-11-25
1701,18161,10550,19573,1026.738294170939,2019-09-26
1702,5311,11942,9607,836.5981346142227,2017-06-27
1703,5306,10927,19160,1031.5922513453538,2017-04-20
1704,5440,3022,14927,968.6008435163288,2017-07-06
1705,24782,19073,10805,986.3033151246588,2017-11-12
1706,4337,19063,16237,873.8344338102306,2017-08-27
1707,21437,12159,9921,885.4512436915177,2019-06-22
1708,11190,21587,12190,864.9588421259458,2018-05-27
1709,17185,10439,6412,976.1078600488797,2018-07-22
1710,1326,17544,9973,930.8075008134776,2017-05-25
1711,4489,4251,10917,922.1045292082804,2018-09-29
1712,10677,247,27,1015.2643932089335,2018-04-29
1713,5897,20567,11200,869.3090295026235,2018-01-19
1714,10815,21622,2736,773.4379118498846,2019-06-11
1715,7517,20807,6238,1006.8049582096463,2019-03-01
1716,5284,217,17351,991.4976890502144,2017-05-28
1717,6849,18515,19192,988.4635240453304,2019-09-21
1718,25512,21519,1258,1037.6442495286115,2019-04-29
1719,16559,29806,9484,920.5624045027167,2019-06-13
1720,28375,21135,7409,1066.5059913137245,2018-09-01
1721,23983,12058,15012,1118.856908624146,2018-01-25
1722,22968,1302,2670,712.4795264988927,2019-06-28
1723,13983,10429,9370,918.0484652435397,2018-04-24
1724,4708,18028,16806,926.8448581942192,2017-06-14
1725,9445,26818,4104,958.3518693555737,2018-05-19
1726,5750,27338,11151,923.6618714836475,2018-12-29
1727,8820,14249,9536,1130.1353510117704,2019-12-25
1728,16517,18473,6198,988.9376511808362,2018-06-15
1729,4538,4316,12684,777.2211305824261,2017-06-12
1730,15805,4880,11271,758.6717987900133,2018-06-18
1731,26861,24894,17056,948.4960471695358,2018-07-13
1732,23934,29428,4107,1030.414555193935,2018-04-03
1733,4047,11892,17690,916.7670407385659,2018-04-24
1734,12719,13385,2858,963.8156816424392,2017-01-31
1735,25184,7220,15926,1060.6462490915337,2018-07-06
1736,3989,16415,13191,885.0355819509276,2018-07-11
1737,1275,10810,10643,936.1447624129731,2018-01-21
1738,19424,10600,13876,888.3221724540289,2017-05-10
1739,12717,17143,14723,1031.327228196566,2019-04-24
1740,19302,19255,4693,949.5851853712302,2017-05-06
1741,24540,20,9721,949.8526007969481,2017-01-31
1742,21564,17503,1182,1017.7961694730221,2019-06-01
1743,9886,507,7301,1087.5498326360846,2019-10-29
1744,21295,27428,6646,999.4500740191102,2019-06-23
1745,7150,21234,15178,963.3003574723906,2019-01-21
1746,13940,24201,12530,861.4321731124404,2017-06-17
1747,18892,23397,4650,1001.3020665120404,2017-12-25
1748,9384,25630,7099,1121.1154899440153,2018-10-28
1749,1690,2532,372,860.7234626058839,2019-04-23
1750,7833,21464,13018,813.5870993773522,2018-07-21
1751,19070,22047,5035,1122.6456463647878,2017-03-31
1752,19747,22753,15472,887.1876532773639,2018-05-10
1753,19308,11785,9960,781.0612924807658,2018-02-19
1754,26205,10434,7983,912.363495932128,2017-11-28
1755,28121,9851,7434,940.7838374611113,2017-06-04
1756,4813,27603,2611,1012.0022928202113,2017-06-16
1757,20425,735,13081,1072.7954455309114,2017-05-31
1758,8173,10026,17379,863.9354513746156,2019-05-18
1759,6836,23603,8720,1120.377552788901,2018-07-02
1760,7884,23168,5624,1001.8701324537958,2019-06-05
1761,6342,8150,13817,938.2312812796034,2017-05-15
1762,4155,2919,5698,986.0741204982587,2017-08-26
1763,18565,22942,14019,1130.3275499201297,2018-05-05
1764,21378,27716,17191,924.406139244196,2018-04-26
1765,14628,2905,16975,1027.7997327757435,2017-10-06
1766,8437,5385,14031,1236.6368539498503,2017-09-02
1767,20205,25169,6847,1027.4372874666697,2017-06-13
1768,3886,23348,18497,857.4314964368666,2017-03-02
1769,15962,9158,3712,1069.3180283156667,2017-12-24
1770,19426,17026,8579,794.9417285640874,2017-07-25
1771,28438,8896,5070,970.7587303978747,2019-05-25
1772,15967,3399,17193,1058.2437255395357,2017-01-17
1773,19553,3322,5739,1028.1976979955814,2018-12-07
1774,24903,19417,1841,1055.170331803535,2017-11-26
1775,13124,3200,6332,947.3971647925081,2018-04-05
1776,20522,17892,5501,894.5631045426728,2017-07-24
1777,16293,26954,11859,1028.6484793908314,2019-04-24
1778,14574,9962,8766,1021.1855445811154,2019-07-23
1779,24087,6930,16618,920.5355510716373,2018-07-18
1780,22978,8398,19531,831.3469812635709,2018-06-14
1781,11109,3284,1869,1001.5718831272594,2018-11-18
1782,6333,8888,16988,1176.222036224484,2019-10-12
1783,6562,8739,9160,1095.7757019625624,2019-10-26
1784,27111,16606,8280,898.4128547663688,2017-05-30
